social_media_hours,study_hours,sleep_hours,group_preference,productivity_score,creativity_score,leadership_score,decision_speed,consistency_score,label
2.013676433780381,7.569119543425927,7.233878276096096,2,7,5,4,6,8,Analytical
3.7799765973813826,7.9090879834256835,6.816351922014588,2,8,7,4,7,7,Creative
1.868309104090066,6.918500386977833,8.432110396650057,3,6,5,4,6,8,Leader
1.7365521714653789,4.976560474779996,7.628357793274761,2,8,6,4,6,7,Independent
1.4364740723710427,7.897999533051133,6.171445936858564,3,7,6,4,8,6,Leader
5.341225843433801,4.26737977460132,8.175279371959627,3,4,9,6,5,6,Creative
3.6265336796578485,5.731228946627602,6.696098520626086,3,6,7,6,6,8,Creative
3.9683268215536605,5.125443326781067,6.603751093653509,4,5,7,6,4,6,Analytical
6.55333850711504,6.637996171762865,6.209980750250271,4,7,6,8,8,8,Leader
3.562782366992007,6.963060026849442,7.016391959520261,2,9,4,5,8,8,Creative
4.070714672923829,6.327296473543933,7.978136785804395,3,5,9,5,4,4,Creative
1.4306342678313038,5.741635401496217,6.455157822204638,2,7,7,5,8,8,Independent
3.014583363442203,4.395771288202093,7.328144735367712,2,9,5,4,8,6,Leader
2.2149057621285655,8.995171743262619,6.137415767099555,1,8,4,6,6,9,Analytical
2.096362477564821,4.288147700074081,6.6989659544480284,3,9,4,5,7,6,Analytical
3.1619264224357746,4.358858175344338,8.80786546118581,4,5,9,5,5,5,Analytical
5.100351381887917,5.213779327790796,6.778062708135422,4,8,6,7,6,7,Leader
5.457329906339163,5.1129329308598335,6.75776475910247,5,8,7,7,9,7,Creative
2.233188815449428,6.9936849356950965,8.257207361158402,2,4,7,4,7,6,Creative
5.382010402291231,5.89883794985751,6.8906392364475035,3,8,7,7,7,7,Independent
1.9392039679377007,4.135377483332011,7.621186321754019,3,9,6,6,8,7,Independent
3.5930987993679198,6.827552286949068,7.187770912329588,2,9,6,5,6,8,Creative
3.0613698992277327,4.24008738486441,7.583729483831773,2,4,9,3,7,5,Creative
4.744096895743564,3.9996068865475594,6.196802294835089,4,7,9,4,5,5,Leader
4.594108107296812,4.2377298838779325,7.8186067608309955,2,7,8,6,4,7,Independent
1.1574521944676688,5.284555667783586,7.988704915805072,2,8,6,5,6,8,Analytical
3.821456538246002,6.241878468278372,8.48417862819863,4,7,8,5,7,6,Analytical
1.5364681276639864,6.465875138331439,7.860426307641406,3,6,7,4,8,9,Analytical
3.4517569341004637,7.050905577047104,7.095962450076904,3,9,7,4,8,7,Analytical
4.837766047494606,5.4915045960824145,6.519228197347841,4,7,5,8,6,8,Creative
3.7423209471342216,3.8773127361236766,6.5157285072896896,5,7,5,7,6,6,Creative
2.791822217291023,7.100126003441073,6.650583419878818,3,7,5,5,6,9,Leader
4.964153879352491,6.687465742060104,6.961062686316817,3,7,7,7,8,8,Analytical
1.4972493394604678,6.782166554967564,6.522963663519819,3,9,4,4,8,7,Creative
2.9089978545576862,6.001847274422337,7.47467711890136,2,6,6,5,8,9,Creative
2.259181950778367,7.554103790656342,6.993985994906986,1,6,6,6,6,8,Creative
3.631115887129914,4.187255828936911,6.607396938257893,3,8,5,5,6,6,Analytical
2.183432322946356,4.63796253532484,6.352192960534918,3,7,4,4,7,6,Creative
2.2857778212855138,4.95638157194646,7.2608529294273145,3,7,6,5,7,6,Independent
4.05978940605778,6.2559358982932345,8.166466737949882,2,6,8,3,7,7,Analytical
2.2585635674559987,4.2651959215407835,6.57131126877823,2,7,5,4,7,6,Analytical
4.800753037176213,5.1909596378765475,7.828705601695392,3,5,7,4,5,4,Independent
3.4592723852314275,6.493565831636877,7.184970811647098,2,5,8,4,4,5,Leader
3.085393147055255,5.966987400416641,7.553828598509012,2,7,5,4,7,6,Leader
1.233569558826309,8.82179276575227,6.6174029174797315,1,9,7,6,6,8,Analytical
5.9303156919688185,5.111336150245096,8.3637928153133,4,4,7,5,6,5,Analytical
2.0495631525425635,5.975207750840719,7.639758282745999,3,8,6,4,7,9,Analytical
3.7386215289293903,6.272201017612119,7.042463009173238,2,7,6,4,7,6,Independent
3.12930540292777,4.925741383830422,6.133185794907981,3,6,9,5,5,6,Creative
4.974067946899089,4.666389922775773,6.266008041975316,3,6,5,9,8,7,Independent
3.3323421923754917,3.5900953367093873,6.289651435793235,4,4,7,3,5,4,Creative
4.414953011119613,5.957934342485311,6.988471852815225,5,8,5,7,6,8,Creative
1.8285514432195114,7.477397375252327,6.290101281602853,3,8,4,6,6,6,Leader
4.386574986562115,4.275415082459503,7.722814363108363,4,7,5,8,6,7,Independent
2.9674117882589846,6.1928847263520534,7.299223515433695,2,5,8,5,4,7,Independent
3.701318678794897,5.5462007388997545,7.738231973421964,1,9,4,4,7,7,Analytical
3.7158969970315465,6.971827886623441,6.825389875789011,2,6,6,5,7,9,Independent
3.2046360791417814,5.312919144678055,7.494389022551941,4,4,8,6,5,4,Creative
4.064591217057635,3.5178523863812785,7.155069849887694,4,7,7,8,6,7,Creative
2.2278181859385526,5.179929535689298,6.107902264548205,1,7,5,5,6,6,Independent
6.699529773070769,6.391033192523105,6.753279703594392,4,7,6,7,8,6,Leader
5.536147893654435,5.356378703266325,7.8303874228491335,3,7,7,8,7,8,Leader
2.222314691791741,4.95492507590915,7.737342809626816,4,7,9,3,7,4,Analytical
5.370655800533979,4.9448282595865205,7.477551762415029,3,7,6,9,7,6,Analytical
1.5764285460896632,4.882814082203623,6.094696809493138,3,9,6,5,8,8,Creative
1.7417532696513445,7.302320807649757,6.6245448402713505,2,9,5,6,8,6,Independent
3.482069664478437,7.339354526755528,6.843831164709547,2,6,6,5,7,7,Creative
4.455583368831654,4.2466044024386065,8.97178494063197,3,5,9,6,6,6,Creative
6.319831675821274,3.80203809420355,7.777775879312966,3,8,5,9,7,8,Independent
2.986753718975989,5.781275798497538,7.228343812881928,3,4,9,3,6,6,Creative
3.1315436391454607,6.579476802822079,6.072618133267589,3,7,9,6,6,4,Creative
3.6098134986930672,6.4861860452794975,7.53600001857831,3,9,5,5,8,7,Leader
3.632941058952344,5.16662727353073,6.99411894898009,1,9,6,6,6,8,Analytical
2.5947321903249794,7.042247181637352,8.051496894191466,1,6,6,6,8,7,Leader
6.803872745809597,5.327748855976133,7.591455429939677,3,8,7,9,8,6,Analytical
2.8311618588190153,6.195794248286824,8.409111482302414,4,5,8,6,7,5,Analytical
6.211968071468611,6.517293699478879,7.875364204318941,3,8,5,8,8,8,Analytical
2.300053620791918,7.172862144052756,7.3233687124733295,1,7,4,6,7,6,Leader
3.9410130183729075,6.139097284651157,7.456487673497618,2,7,7,3,5,4,Independent
5.469826321591041,5.299220899489123,6.359078504399186,4,6,5,8,7,7,Creative
1.5555867036024038,5.696437341336337,6.2459891242834935,2,7,7,5,7,9,Independent
3.6491232972560947,3.049664356677694,6.342565272584302,3,8,5,7,7,8,Independent
1.8766805647108238,6.122420288130995,6.242890533924273,1,7,4,5,8,6,Analytical
3.332079485310676,5.85343722559054,7.729015521689118,2,9,4,6,7,7,Analytical
2.5880598195991142,5.843577321842167,8.920099698456863,3,4,9,6,7,6,Leader
2.1888415547181133,6.761050436741605,7.480011077218092,2,7,6,6,8,7,Leader
3.5323465566911896,6.762986892310664,7.500988768990193,5,6,5,8,8,8,Creative
4.167867842603474,5.388975873288338,7.434616824667017,3,8,6,8,6,7,Independent
3.697666455924182,5.042708507337946,6.786443517608472,2,9,5,4,6,6,Independent
3.9276739545975965,6.698443778631056,6.7302767365174585,3,9,6,6,8,8,Creative
6.740176785562922,5.2607900847110045,7.222868473478949,4,7,5,7,8,7,Analytical
4.269664534865541,3.622049456316147,6.147657284387765,5,7,7,8,7,8,Leader
1.886901057513142,5.421977039321082,7.141336426207276,2,7,6,5,8,7,Creative
1.4073031166852277,7.2105587843101615,7.220056626950628,1,8,5,6,8,6,Independent
5.16875975310098,6.354487184792227,7.9643272538527805,3,4,9,4,5,4,Creative
6.505942452349462,6.408558255417903,7.9297659883277065,4,7,6,8,7,8,Creative
2.5967806400171205,7.323728213051191,6.224065847887355,2,7,5,4,6,8,Independent
3.4544457967602553,3.867257103716433,8.008833769612552,3,7,9,3,4,6,Independent
2.1935835277830624,3.59406969702847,7.241903095452162,2,5,9,6,6,4,Leader
3.126296965687463,5.033454727507428,6.54416849895134,2,9,4,4,8,8,Leader
3.3787506903124847,5.633859866621622,7.341268189669719,3,9,6,6,6,6,Independent
2.350762738428671,8.830324060335268,6.9975882941060865,1,7,5,5,7,7,Leader
5.938483441244626,3.079194920472629,7.374830666037706,3,8,5,9,8,7,Leader
3.6629369932935494,4.518523469942537,7.148382924436051,4,6,9,5,5,7,Leader
6.038779991199647,5.257364671492603,7.711951720790287,5,8,5,8,9,7,Independent
3.060582993025087,5.372121945840108,6.073410397755981,2,7,5,5,6,9,Analytical
3.5000432803593746,3.576081432206798,7.7817152290154255,3,8,5,7,6,7,Analytical
1.6487694376838573,5.935167624518871,6.903626156821841,3,8,6,4,7,6,Leader
6.528341915486274,4.40557155537805,7.105337072385955,4,6,7,7,7,6,Analytical
5.944111712785719,3.7216952883254817,8.29807769855789,4,5,7,3,6,7,Leader
2.753057207874659,6.361266145995929,6.588846200594162,2,7,6,6,7,6,Analytical
3.332348525353908,4.706182794440304,6.417890068221302,2,4,9,6,6,6,Analytical
2.1259235260854763,4.2521042793261525,7.044427359255449,1,7,4,5,6,7,Creative
3.691070941098371,7.897018978305054,6.48338839530086,1,9,5,5,8,7,Leader
1.659253793152202,6.029809586947427,6.079191143598155,2,9,5,5,7,6,Analytical
5.0873321939794,3.562781695442985,6.439349355989415,3,7,6,8,8,8,Analytical
1.9911744209968494,7.3568584573914215,7.135695991974556,1,6,5,4,6,8,Creative
5.170649907006468,5.415212315375014,7.480024764157141,4,7,8,6,4,7,Analytical
4.085842652083963,4.166635082003748,6.246511239901763,5,7,7,8,6,8,Creative
2.831612281920197,4.44352243439394,7.36516334428483,3,8,6,6,7,7,Analytical
1.3615655193761471,5.206081615554547,7.560052129147779,2,7,6,4,6,8,Creative
5.429311294134211,3.417891943263745,7.347887462688764,2,6,7,3,5,7,Creative
4.438832782147039,3.7859306096116745,6.754290456562391,3,7,9,4,5,6,Independent
4.71560336892083,4.567870961097852,6.790816319420644,2,7,8,5,6,7,Leader
2.9031917784912533,4.414721161484117,7.039214190944692,1,9,6,5,8,7,Independent
3.5868023033346397,6.363699578359405,6.292442976921055,3,8,7,7,8,7,Leader
3.8698438632503738,5.275832065425685,6.142636802878136,2,7,7,6,8,9,Analytical
2.6097719379619977,8.696167036429733,6.590291332793511,3,7,7,5,6,8,Leader
3.5849290085128342,6.347299577611993,6.85124312483763,5,6,5,9,6,8,Leader
1.1503162795149156,5.900443833933435,6.114648541728812,2,7,6,4,6,6,Independent
2.3105275409991806,5.853847793465999,6.010732633800094,4,7,9,5,4,5,Creative
3.8576646602164706,5.805295820175473,6.512876211996916,1,9,5,4,7,7,Independent
4.090896946505693,5.6323955392300125,6.728335725765426,4,8,7,9,9,6,Leader
3.0847111428448137,6.790410006430889,7.391595664286543,3,7,7,3,6,5,Creative
3.0164066422176354,8.04647846131487,6.594093859980999,3,7,7,4,7,8,Analytical
3.5407702543293857,5.12517918211298,7.585971166629895,3,9,5,5,8,8,Independent
3.8871152629101453,5.729203079936784,7.330778474336035,3,8,5,6,8,6,Independent
4.828482455777523,5.350676205893041,6.953817989120468,2,6,8,5,4,7,Creative
5.729775913509403,6.789227596947848,7.107053197233518,3,6,8,4,5,4,Creative
2.703694686850524,5.79863289777097,7.74161050541932,2,7,6,6,6,7,Independent
4.1812248337641265,3.985452607829758,7.203613784597743,4,8,5,8,7,6,Leader
3.4848131094867707,3.7361194587298483,7.908710690649689,4,6,6,9,8,6,Leader
5.410154963423868,4.031758027147602,7.47454267749548,2,4,9,4,6,4,Creative
2.635316584782099,8.922067288004424,6.568523739653447,2,8,4,6,7,7,Analytical
5.173173441484301,6.315836068842693,6.543561002382394,4,7,6,7,9,7,Leader
4.282375628321271,5.287502865883807,7.4429390757429745,3,6,5,9,7,7,Leader
3.7324080129094397,7.1896593615189035,7.8347634425046735,3,9,5,5,7,7,Analytical
2.782602731702964,4.142405061839261,7.559974803915525,1,7,5,4,6,6,Independent
2.1349468214957783,5.3535878685870335,6.8555638119472615,2,8,5,4,8,7,Analytical
4.063513941540391,4.632938483287826,7.38415018381642,5,7,6,9,8,7,Leader
5.553825794868118,6.771880757723823,6.4237178057281685,5,7,7,8,8,7,Leader
5.4543080125565835,6.717043900791568,6.910359649348819,4,6,8,3,6,4,Creative
2.934762861772381,4.958576847276064,7.172627547107485,4,5,8,4,5,4,Creative
3.262761717362587,6.022430854007193,6.328553131804515,5,6,7,9,7,6,Leader
1.8613119000643317,7.081344486787289,6.880368961233872,1,9,6,5,8,6,Independent
3.768616455146331,3.227362282849554,8.935483394015373,3,7,7,6,6,7,Creative
4.971503588541197,5.533134054558753,6.366461437484311,3,8,6,7,9,7,Leader
3.382480675603158,5.486029244552336,6.116398364186662,4,6,7,3,6,6,Creative
5.149303349829581,6.93665983793286,6.059704451220234,3,4,7,6,4,7,Creative
3.8252035896466725,5.5878866496569,6.868402055954879,3,9,4,4,6,7,Independent
4.464394248597419,3.756068269338217,6.575662649154286,2,4,8,5,7,5,Creative
5.69109325891643,6.698280878746935,7.632928118783677,3,6,7,8,7,7,Leader
2.5922120658605077,7.6038293404722905,7.611477936855859,2,6,4,6,7,9,Analytical
2.8173244580706616,5.948907166943978,6.254456181551009,2,7,6,5,8,8,Analytical
5.844473072086561,5.509586221263385,6.778651299819248,4,4,8,6,4,5,Creative
4.535070639193984,4.145464271548635,8.292732663659436,3,4,9,6,6,5,Creative
1.5526745177140784,8.575958840031483,7.6357313808124045,3,6,7,5,7,8,Analytical
5.567280845626451,3.7857652608911434,7.841537835023173,2,6,9,6,4,4,Creative
3.214895406527303,6.684277945198326,6.962806314958321,2,6,9,4,4,7,Creative
2.448625365918069,6.507214520981892,7.0087449862783044,3,7,6,4,7,7,Independent
4.338310756451452,6.870396773281001,6.713513358395389,3,7,7,8,9,7,Leader
3.3722504981961805,4.664805770676189,6.217110470079233,1,9,6,5,8,7,Independent
3.44864246359304,5.0554395422278535,7.659109914991069,3,8,6,5,7,6,Independent
1.2527930984675533,6.424372340665687,7.700961034406305,3,9,6,5,6,9,Analytical
1.5164109204745908,6.965201713106503,7.50634694349925,3,7,4,5,7,6,Independent
3.1743003145862843,5.2614253631957695,6.788225844576526,1,9,4,5,6,7,Analytical
6.800493821829462,4.714864703391451,6.15641131382219,4,8,6,9,8,7,Leader
2.7288650805004395,7.426860185531424,7.060326678255965,1,7,7,4,7,9,Analytical
5.73365328179822,4.452530361037849,8.534127501227587,2,6,9,3,5,6,Creative
1.6960545409264323,5.05752578428834,7.910883466091068,2,6,7,6,8,9,Analytical
5.592576682660629,6.8106617123934665,7.158409195585714,3,5,7,3,7,6,Creative
2.1797182951755825,7.270442123668975,6.653205760523954,1,8,5,5,8,7,Independent
6.064891272016185,4.4999685797863584,7.131120586916081,3,8,6,9,8,8,Leader
1.9606901229055653,5.7377838048795144,6.338529501430838,1,7,5,4,7,7,Independent
3.606761796277124,4.55705385192708,7.76653669442577,3,6,6,8,9,7,Leader
2.2000752836087454,4.948998241381804,7.066310042173594,4,4,9,5,4,6,Creative
3.5080687502223302,4.8458871054649,6.571422571664099,2,7,5,6,7,7,Independent
2.6656092667428686,5.01308358266988,6.070966810291395,3,8,5,6,6,8,Independent
2.926259522057197,6.102146268563405,7.23630281280102,2,8,5,4,7,7,Analytical
1.6799692066809642,6.41998522332775,6.173559606865234,1,9,5,4,8,7,Analytical
3.908585503956197,3.523524554214304,6.706697803783504,3,5,7,5,4,5,Creative
6.265434036864361,6.407529959439383,7.251870228438902,3,8,6,8,7,6,Leader
4.875627778419162,5.91842659694137,6.300724110802774,3,4,7,4,7,4,Creative
5.609026071094176,5.028174147746839,6.299942118926994,3,7,6,7,8,7,Leader
2.2309408829288135,7.681143778545671,7.760125396396308,2,8,5,6,8,8,Independent
3.007513282345049,5.144400149681601,7.3620749106111365,1,7,5,4,8,8,Independent
3.741469086385788,7.705479646446932,7.957004766595456,2,7,5,6,7,6,Independent
3.1017636045297574,5.832783751890146,6.660655378733109,5,8,5,7,7,6,Leader
2.3172866957524856,8.921742281081487,7.2807118931087125,1,6,5,4,8,9,Analytical
1.4373641056616893,5.456044221393811,7.361774520000861,2,9,4,4,6,8,Independent
2.7557002673564983,4.026081709303232,6.159990204620239,2,7,8,6,7,4,Creative
5.7432606646881785,4.2246371698645255,6.297174855242805,3,7,7,7,7,6,Leader
4.291329557745875,3.2637635522371475,7.2300948971385885,3,7,5,7,8,6,Leader
2.2116935925103713,5.310458578925763,7.356335921330629,2,7,5,5,8,9,Analytical
3.2508531805658323,5.352574826918392,6.4148495202142435,2,6,7,3,6,7,Creative
3.0617152430134045,5.482808722458797,7.751571561919409,3,8,6,4,6,7,Independent
3.6163221179732377,5.614542090870916,6.056616763771816,4,6,9,5,6,6,Creative
4.754634737628415,3.0693837074148718,7.987995466827343,4,7,7,7,8,8,Leader
6.796735537891073,4.394725155939867,6.359493802676517,4,8,7,8,8,6,Leader
5.646554758941214,5.60993891362463,8.321402245707102,4,5,7,3,5,7,Creative
2.420415312341697,5.692807479640061,7.084629123094933,3,7,5,5,6,8,Analytical
6.516127887505885,5.577721974058474,6.743601995434576,3,8,6,9,8,8,Leader
2.407735221530434,4.974291173075924,8.089641192857112,4,5,8,3,7,6,Creative
3.851234452229676,8.561055135563665,7.1391418819642825,1,9,5,5,7,8,Analytical
2.7739033976574725,6.568120461639124,6.0931849692691005,4,5,9,5,7,7,Creative
4.186628704472243,4.12524188188297,7.779929215001818,3,6,7,7,8,7,Leader
3.3418951522766713,7.335091122056447,8.380554464243986,2,7,4,4,8,7,Analytical
4.566702840645984,6.2690370759500915,7.680724391349157,3,7,9,5,4,7,Creative
4.796522263573964,6.562561545122469,7.245156980442598,4,7,5,9,6,6,Leader
3.0650152346396946,7.99479391375662,6.532855298284842,2,6,5,6,8,7,Analytical
1.0885121654356178,6.423884129953578,6.039532990582405,3,9,5,6,6,8,Analytical
2.4056841284002375,7.381547790369848,7.218492620751556,2,8,4,5,8,8,Independent
2.88580356549298,6.222433155257258,6.1748259046817235,4,7,7,3,5,4,Creative
3.5635971087573592,6.474311663462025,7.218899516760548,2,7,5,6,8,8,Independent
2.8776741293110275,8.543910992944749,7.539657970455761,2,7,6,6,7,8,Analytical
6.840824828745893,4.104545665212775,6.49303264881943,3,7,7,8,7,8,Leader
3.00972477640816,3.0742333460941023,8.097626032612132,3,5,7,4,7,7,Creative
1.7826808700251418,5.061218161161539,8.333590770198708,1,9,4,4,8,8,Analytical
2.1966340944857103,5.293998339740864,8.560889785583871,3,4,7,4,7,7,Creative
1.8660567865919142,5.4364385270629985,7.626279119479289,2,7,7,5,8,8,Analytical
3.7946647429284432,8.283924069196564,7.416513147263657,3,9,6,5,7,7,Analytical
2.192716063262567,7.07100540210992,8.09427526476832,3,9,4,4,7,9,Analytical
4.490504109447677,5.611039023904501,8.308187330522406,3,7,9,4,5,7,Creative
6.032305589168294,5.385784995595379,6.548764887341501,4,7,5,9,9,8,Leader
2.5651901399086396,6.370613952483661,7.330612472065748,3,9,5,4,7,8,Analytical
3.3178866634179784,4.976322872816481,6.721169953176494,3,7,7,7,7,7,Leader
1.2845475797594683,7.176504007852404,7.851273803045796,3,7,4,4,7,7,Analytical
1.954148717652756,7.997704023923235,7.077781012742513,1,6,6,6,8,7,Analytical
3.591547548911665,5.36186637076163,6.225366091511013,2,7,5,4,8,8,Independent
3.129474136022081,3.3535129838436157,7.691286240772641,4,8,6,9,9,8,Leader
1.6465896063739955,6.44151127972139,6.171263516567449,1,6,4,5,7,7,Analytical
1.0817113077526423,5.1695204508610555,6.791541664334076,1,9,5,4,6,7,Independent
1.8261121723650129,6.922352122744478,7.344074757435715,3,8,4,6,8,7,Independent
3.9790289583432172,4.19989563261813,6.481122705500016,4,7,7,3,4,6,Creative
1.7953397512454463,6.728042235721451,8.497623745259112,3,6,7,5,7,9,Analytical
3.8999610139832273,7.394718258834226,7.7598934857462565,1,8,4,5,8,7,Independent
3.3670685336444026,5.476426143506865,6.351367819988857,2,6,5,4,6,7,Analytical
3.51369002409614,4.455480010421459,7.02657672077299,3,9,4,4,6,7,Independent
1.5761878452466374,5.26029384645533,6.190341895405332,1,7,5,4,8,6,Independent
6.428790348898216,3.240087190353083,7.329026865964536,3,7,6,8,9,8,Leader
3.483607011362766,6.086171663278968,8.413129575976924,3,9,5,4,7,9,Analytical
2.628452086234527,7.234159266787893,7.225350113570442,2,9,4,4,7,8,Independent
4.697730225874388,4.618423531787452,7.336433049250037,3,4,8,6,6,4,Creative
2.2745525286042607,8.631354055534135,7.267649116846796,3,9,4,5,7,8,Analytical
6.754843265668109,4.835022127957817,7.876832551248124,3,7,7,8,8,8,Leader
2.046611249815871,8.692674847016718,6.516607962229263,1,9,5,6,8,9,Analytical
3.2111334020627647,3.7210861440735044,7.25389571048351,3,6,6,7,8,8,Leader
4.174382299645169,5.615111691824625,7.161150035804661,2,7,8,4,5,6,Creative
2.651053836516253,7.055821786762833,7.72530779420502,3,9,7,4,7,9,Analytical
2.164175422782871,8.18386035840243,6.764390318780936,3,9,5,5,6,8,Analytical
3.4562206884521522,8.934268826054652,6.649177097376035,3,7,4,6,7,9,Analytical
5.464352476519313,6.539435585933355,6.494297567312732,5,8,5,7,7,6,Leader
2.3028505546604547,6.770350558686527,6.904525525047217,1,9,5,4,8,6,Independent
5.003459766643553,3.9268026327034335,7.083739886106304,4,7,7,9,7,6,Leader
2.7414028029810877,5.556786805382782,7.110109373005507,3,7,6,6,6,7,Analytical
2.660137048380122,7.566527635309418,7.759480777476269,2,8,6,5,6,7,Analytical
